1.30	-2.27		
4	28.92	-33.15		
1	29.57	-33.15		
-1	30.22	-33.47		
-4	-166.72	-33.47		
-7	30.55	-33.47		
-11	30.55	-33.47		
-14	30.87	-33.47		
-17	30.55	-33.47		
-20	30.55	-33.47		
-22	30.55	-33.15		
-25	30.55	-33.15		
-27	-166.72	-33.15		
-28	30.55	-33.15		
-30	30.55	-33.47		
-32	30.55	-33.15		
-35	30.55	-33.15		
-37	30.55	-32.82		
-38	30.55	-32.82		
-40	-166.72	-32.50		
-41	29.90	-32.18		
-42	-166.72	-31.85		
-43	29.25	-31.52		
-44	29.25	-31.52		
-45	28.92	-30.87		
-46	28.60	-30.55		
-47	28.27	-29.57		
-49	27.30	-28.92		
-50	26.32	-28.27		
-52	25.02	-27.30		
-53	-166.72	-25.67		
-53	-166.72	-25.02		
-53	22.75	-23.72		
-53	-166.72	-22.75		
-53	-166.72	-21.77		
-52	19.82	-20.80		
-53	-166.72	-19.82		
-52	17.55	-18.52		
-52	-166.72	-17.22		
-51	15.27	-16.25		
-52	13.32	-14.95		
-51	-166.72	-13.65		
-50	11.05	-12.02		
-50	-166.72	-10.40		
-49	8.45	-9.10		
-49	-166.72	-7.80		
-47	5.85	-5.85		
-47	-166.72	-3.90		
-46	2.93	-2.60		
-44	0.97	-0.97		
-43	-166.72	0.65		
-42	-1.63	1.95		
-41	-166.72	3.90		
-39	-4.55	5.20		
-37	-166.72	7.15		
-34	-7.15	8.45		
-32	-166.72	9.75		
-29	-9.42	10.72		
-27	-166.72	11.70		
-25	-11.70	12.35		
-23	-166.72	13.32		
-20	-13.65	13.97		
-18	-14.62	14.95		
-15	-166.72	15.60		
-13	-15.60	15.92		
-11	-166.72	16.57		
-9	-16.90	16.57		
-6	-166.72	17.22		
-4	-17.22	17.22		
-1	-166.72	17.55		
0	-17.22	17.55		
2	-166.72	17.55		
3	-17.22	17.55		
5	-166.72	17.55		
7	-16.90	17.22		
9	-166.72	16.90		
10	-16.57	16.57		
12	-166.72	16.57		
14	-16.25	16.25		
16	-166.72	15.92		
17	-15.60	15.60		
20	-166.72	15.27		
21	-14.62	14.62		
23	-166.72	13.65		
24	-13.00	12.67		
27	-166.72	11.70		
28	-11.38	10.72		
30	-166.72	9.10		
30	-9.10	7.80		
33	-7.48	5.85		
34	-4.88	3.90		
36	-2.60	1.30		
38	-0.32	-1.30		
40	1.63	-3.90		
40	4.23	-6.82		
39	6.82	-9.42		
37	9.10	-12.02		
36	12.02	-14.30		
34	-166.72	-16.57		
31	15.27	-18.52		
29	-166.72	-20.47		
27	17.87	-21.77		
27	19.50	-24.05		
26	-166.72	-26.00		
23	22.75	-27.95		
20	-166.72	-29.90		
17	25.67	-31.52		
13	26.32	-32.50		
10	27.62	-32.50		
6	-166.72	-32.82		
3	29.25	-32.82		
0	29.25	-32.82		
-4	30.22	-33.15		
-6	-166.72	-33.15		
-9	30.55	-33.47		
-13	-166.72	-33.47		
-15	30.55	-33.47		
-18	30.55	-33.47		
-20	-166.72	-33.47		
-22	30.55	-33.47		
-25	-166.72	-33.47		
-27	30.55	-33.15		
-29	-166.72	-33.15		
-30	30.22	-33.15		
-32	-166.72	-32.82		
-33	30.22	-32.82		
-35	-166.72	-32.82		
-36	29.90	-32.50		
-38	-166.72	-32.50		
-39	29.57	-32.50		
-40	29.57	-32.50		
-41	-166.72	-32.18		
-43	29.25	-31.85		
-44	-166.72	-31.85		
-45	29.25	-31.52		
-46	-166.72	-31.20		
-46	28.27	-30.55		
-47	-166.72	-29.90		
-48	27.30	-29.57		
-49	-166.72	-28.92		
-49	26.32	-28.60		
-51	-166.72	-27.62		
-51	24.70	-26.97		
-52	23.40	-25.67		
-53	21.45	-24.37		
-54	-166.72	-23.07		
-54	19.17	-21.77		
-54	-166.72	-20.15		
-54	-166.72	-18.85		
-53	16.25	-17.87		
-53	14.30	-16.25		
-53	12.35	-14.95		
-52	-166.72	-13.32		
-51	-166.72	-12.02		
-50	10.07	-11.05		
-49	-166.72	-9.75		
-48	7.80	-9.10		
-47	6.17	-7.80		
-47	-166.72	-5.85		
-45	3.57	-4.55		
-45	-166.72	-2.60		
-43	0.97	-1.30		
-42	-166.72	0.32		
-40	-166.72	1.30		
-39	-1.95	2.93		
-37	-3.90	4.23		
-36	-166.72	5.85		
-34	-6.82	7.15		
-33	-166.72	8.77		
-31	-9.10	10.07		
-30	-10.72	11.70		
-28	-166.72	13.65		
-26	-13.32	14.95		
-24	-14.62	16.57		
-22	-16.25	18.20		
-20	-17.87	19.50		
-17	-166.72	20.80		
-15	-19.50	22.10		
-11	-166.72	23.40		
-8	-21.12	24.05		
-5	-21.77	24.70		
-2	-166.72	25.02		
0	-22.75	25.35		
4	-22.75	25.67		
7	-166.72	25.67		
10	-23.07	25.67		
14	-166.72	25.35		
16	-23.07	25.02		
19	-23.07	24.70		
21	-22.75	24.70		
24	-166.72	24.05		
26	-22.42	23.72		
29	-166.72	23.07		
31	-21.77	22.42		
33	-20.80	21.45		
36	-19.50	20.15		
39	-166.72	18.52		
41	-166.72	17.22		
42	-16.90	15.60		
44	-166.72	13.65		
45	-13.65	12.02		
47	-166.72	9.75		
48	-10.07	7.80		
50	-7.48	5.20		
51	-166.72	2.27		
51	-3.57	-0.32		
53	-166.72	-3.57		
51	0.65	-5.85		
51	-166.72	-9.42		
48	5.20	-11.70		
47	-166.72	-14.62		
45	9.10	-16.57		
44	12.35	-19.17		
43	15.60	-21.45		
41	18.85	-24.37		
39	-166.72	-27.30		
36	22.75	-28.92		
33	25.02	-31.85		
29	-166.72	-32.82		
25	27.30	-33.15		
22	28.92	-33.15		
18	30.22	-33.47		
14	31.52	-33.47		
10	32.50	-33.47		
6	33.15	-33.47		
3	33.47	-33.47		
0	-166.72	-33.47		
-2	33.80	-33.47		
-6	33.80	-33.47		
-10	33.80	-33.80		
-13	33.80	-33.80		
-16	33.80	-33.80		
-20	33.80	-33.80		
-23	33.47	-33.80		
-26	-166.72	-33.80		
-28	-166.72	-33.80		
-30	-166.72	-33.80		
-32	33.15	-33.80		
-34	32.82	-33.80		
-36	32.50	-33.80		
-38	32.50	-33.47		
-40	-166.72	-166.72		
-41	32.50	-33.47		
-42	32.18	-33.47		
-44	31.85	-33.47		
-46	31.85	-33.15		
-47	31.85	-33.15		
-49	31.52	-32.82		
-51	30.22	-32.50		
-52	29.25	-31.52		
-53	28.60	-31.20		
-55	27.62	-29.57		
-56	26.32	-28.60		
-56	-166.72	-27.30		
-56	-166.72	-26.00		
-56	-166.72	-25.02		
-56	23.40	-23.72		
-57	-166.72	-22.75		
-57	20.47	-21.45		
-57	18.20	-19.82		
-59	15.92	-18.20		
-59	13.97	-16.25		
-58	11.70	-13.65		
-58	-166.72	-11.70		
-57	-166.72	-9.75		
-56	-166.72	-8.13		
-55	7.80	-6.50		
-54	-166.72	-4.55		
-53	4.23	-3.25		
-51	-166.72	-1.30		
-50	0.65	0.00		
-48	-1.30	1.63		
-46	-166.72	3.25		
-44	-3.57	4.88		
-42	-166.72	6.17		
-40	-6.50	7.15		
-37	-166.72	8.77		
-35	-8.77	9.42		
-33	-10.40	10.72		
-30	-11.70	11.70		
-28	-13.00	12.67		
-25	-13.97	13.65		
-22	-166.72	14.62		
-20	-15.27	15.27		
-17	-166.72	15.60		
-15	-16.25	16.25		
-12	-16.57	16.57		
-10	-166.72	16.90		
-7	-16.90	17.22		
-5	-17.22	17.55		
-2	-166.72	17.55		
0	-166.72	17.55		
1	-166.72	17.55		
3	-17.55	17.55		
5	-17.22	17.22		
7	-16.90	17.22		
9	-166.72	16.57		
11	-16.25	16.25		
12	-15.60	15.60		
14	-166.72	15.27		
16	-166.72	14.95		
17	-166.72	14.62		
18	-14.95	13.97		
20	-166.72	13.65		
22	-13.97	13.00		
23	-166.72	12.02		
25	-12.35	11.38		
26	-166.72	10.07		
27	-10.07	9.10		
29	-8.45	7.48		
31	-6.50	5.85		
33	-166.72	3.90		
34	-166.72	2.27		
34	-3.90	0.32		
36	-166.72	-2.27		
35	-0.32	-3.90		
36	-166.72	-6.82		
35	2.93	-7.80		
35	5.20	-10.72		
34	-166.72	-12.67		
32	8.45	-14.30		
31	-166.72	-16.57		
28	11.38	-17.87		
26	13.65	-19.82		
24	-166.72	-21.45		
21	16.25	-22.75		
17	-166.72	-24.05		
15	18.20	-25.02		
12	-166.72	-25.35		
9	19.17	-25.67		
7	-166.72	-25.67		
5	20.15	-25.67		
2	20.47	-25.67		
0	20.47	-25.67		
-2	20.47	-25.67		
-5	20.47	-25.67		
-7	-166.72	-25.35		
-9	-166.72	-25.02		
-10	-166.72	-24.37		
-12	20.15	-24.05		
-14	-166.72	-23.72		
-15	20.15	-23.07		
-17	19.82	-23.07		
-19	19.50	-22.75		
-21	19.17	-22.42		
-22	18.85	-22.10		
-24	-166.72	-21.77		
-24	-166.72	-21.12		
-25	-166.72	-20.80		
-26	18.52	-20.47		
-27	17.87	-20.15		
-28	-166.72	-19.82		
-29	17.55	-19.50		
-30	16.90	-19.17		
-31	15.92	-18.85		
-32	15.27	-18.20		
-33	14.62	-17.87		
-34	13.97	-16.90		
-34	13.32	-16.25		
-35	12.35	-15.27		
-36	-166.72	-14.30		
-35	-166.72	-13.65		
-35	-166.72	-13.32		
-35	-166.72	-12.35		
-35	10.72	-12.02		
-35	-166.72	-11.05		
-34	9.10	-10.72		
-34	8.13	-10.07		
-34	7.48	-9.10		
-35	6.50	-8.13		
-35	-166.72	-6.82		
-34	-166.72	-5.52		
-33	-166.72	-4.88		
-32	4.23	-3.90		
-31	-166.72	-2.60		
-30	1.95	-2.27		
-29	0.65	-1.30		
-28	0.00	-0.97		
-28	-0.65	-0.32		
-26	-1.63	0.32		
-25	-2.27	0.97		
-24	-166.72	1.95		
-22	-166.72	1.95		
-21	-166.72	2.93		
-19	-3.25	2.93		
-18	-3.57	3.25		
-16	-4.23	3.57		
-15	-166.72	3.57		
-14	-166.72	3.57		
-13	-4.88	3.57		
-11	-166.72	3.90		
-10	-5.20	3.90		
-9	-166.72	3.90		
-8	-5.20	3.90		
-7	-5.20	3.90		
-6	-166.72	3.90		
-5	-5.20	3.90		
-4	-5.20	3.90		
-3	-5.20	3.90		
-2	-5.20	3.90		
-1	-4.88	3.90		
0	-4.88	3.57		
0	-4.88	3.57		
1	-4.88	3.57		
1	-4.55	3.57		
2	-166.72	3.25		
3	-4.23	2.93		
3	-3.90	2.93		
4	-166.72	2.27		
4	-3.57	2.27		
4	-3.57	1.95		
5	-166.72	1.30		
5	-166.72	0.97		
5	-3.57	0.65		
5	-3.25	0.32		
6	-166.72	0.32		
6	-2.93	0.00		
6	-1.95	-0.32		
7	-166.72	-0.65		
7	-166.72	-0.97		
7	-0.97	-1.63		
7	-0.32	-2.27		
7	-166.72	-2.60		
7	0.32	-2.93		
7	-166.72	-3.57		
7	0.65	-3.90		
7	1.30	-4.55		
6	-166.72	-5.20		
6	1.95	-5.52		
5	2.27	-5.85		
4	-166.72	-5.85		
4	2.93	-5.85		
3	2.93	-6.50		
2	-166.72	-6.82		
2	-166.72	-6.82		
1	3.25	-6.82		
0	2.93	-6.82		
0	-166.72	-6.82		
0	3.25	-6.82		
-1	-166.72	-6.82		
-1	3.57	-6.82		
-2	3.57	-6.82		
-2	-166.72	-6.82		
-3	3.25	-6.82		
-3	-166.72	-6.82		
-4	3.25	-6.82		
-4	3.57	-6.82		
-5	-166.72	-6.82		
-5	-166.72	-6.82		
-5	3.57	-6.82		
-6	3.57	-6.82		
-6	3.57	-6.82		
-6	3.57	-6.82		
-7	-166.72	-6.82		
-7	3.57	-6.82		
-8	-166.72	-6.50		
-8	3.57	-6.50		
-8	-166.72	-6.50		
-8	3.57	-6.50		
-8	3.57	-6.50		
-9	-166.72	-6.50		
-9	3.57	-6.50		
-9	3.57	-6.50		
-9	-166.72	-6.50		
-9	-166.72	-6.50		
-10	3.57	-6.50		
-10	3.57	-6.50		
-10	-166.72	-6.17		
-10	3.57	-6.17		
-10	3.57	-6.17		
-10	-166.72	-6.17		
-10	-166.72	-6.17		
-10	3.57	-6.17		
-10	3.57	-6.17		
-11	3.57	-6.17		
-11	-166.72	-166.72		
-10	3.57	-6.17		
-11	3.57	-6.17		
-11	-166.72	-6.17		
-11	3.57	-6.17		
-11	-166.72	-6.17		
-11	3.57	-6.17		
-11	3.57	-6.17		
-11	3.57	-6.17		
-11	-166.72	-6.17		
-10	3.57	-6.17		
-11	-166.72	-6.17		
-10	3.57	-6.17		
-10	-166.72	-6.17		
-10	3.57	-6.17		
-10	-166.72	-5.85		
-10	3.57	-5.85		
-10	-166.72	-5.85		
-10	3.57	-5.85		
-10	-166.72	-5.85		
-10	3.57	-5.85		
-10	-166.72	-5.85		
-10	3.57	-5.85		
-10	-166.72	-5.85		
-10	3.57	-5.85		
-10	3.57	-5.85		
-10	3.57	-5.85		
-10	-166.72	-5.85		
-10	3.57	-5.85		
-10	-166.72	-5.85		
-10	3.57	-5.85		
-10	3.57	-5.85		
-10	3.57	-5.85		
-10	-166.72	-5.85		
-10	3.57	-5.85		
-10	-166.72	-5.85		
-10	-166.72	-5.85		
-10	3.57	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	-166.72	-5.85		
-9	3.57	-5.85		
-9	-166.72	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	-166.72	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	-166.72	-5.85		
-9	-166.72	-5.85		
-9	3.57	-5.85		
-9	-166.72	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	-166.72	-5.85		
-9	-166.72	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	-166.72	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	-166.72	-5.85		
-9	3.57	-5.85		
-9	-166.72	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	-166.72	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	-166.72	-5.85		
-9	3.57	-5.85		
-9	3.57	-5.85		
-9	-166.72	-5.85		
-8	3.57	-5.85		
-9	-166.72	-5.85		
-9	3.57	-5.85		
-8	3.57	-5.85		
-8	-166.72	-5.85		
-8	3.57	-5.85		
-8	3.57	-5.85		
-8	-166.72	-5.85		
-8	3.57	-5.85		
-9	3.57	-5.85		
-9	-166.72	-5.85		
-9	3.57	-5.85		
-9	-166.72	-5.85		
-9	3.57	-5.85		
-8	3.57	-5.85		
-8	-166.72	-5.85		
-9	3.25	-5.85		
-8	3.57	-5.85		
-8	-166.72	-5.85		
-8	3.57	-5.85		
-9	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-9	-166.72	-5.85		
-9	3.25	-5.85		
-9	-166.72	-5.85		
-8	3.25	-5.85		
-9	-166.72	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	-166.72	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-9	-166.72	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-9	3.25	-5.85		
-8	-166.72	-166.72		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-9	3.25	-5.85		
-9	-166.72	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-9	-166.72	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-9	-166.72	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	-166.72	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-9	-166.72	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	-166.72	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-6.17		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-9	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	-5.85		
-8	3.25	
